1,1,52.9,59.7,124.44999999999999,63.5,1,1,1.0
1,2,0.0,7.31,19.05,40.36,1,1,1.0
2,1,36.42,56.75,120.71,61.22,1,1,1.0
2,2,0.0,7.31,11.53,40.349999999999994,1,1,1.0
3,1,19.94,53.79,116.97999999999999,58.940000000000005,1,1,1.0
3,2,0.0,7.31,4.0,40.349999999999994,1,1,1.0
4,1,3.46,50.84,113.24000000000001,56.66,1,1,1.0
5,1,0.0,49.57,94.4,52.919999999999995,1,1,1.0
6,1,0.0,48.3,75.9,49.18000000000001,1,1,1.0
7,1,0.0,40.66,59.6,47.97,1,1,1.0
8,1,0.0,40.57,44.72,46.029999999999994,1,1,1.0
9,1,0.0,44.5,28.5,37.95,1,1,1.0
10,1,0.0,44.5,13.5,37.95,1,1,1.0
10,3,914.3,180.3,45.700000000000045,102.09999999999997,1,1,1.0
11,3,869.26,172.04,90.65999999999997,107.64000000000001,1,1,1.0
12,3,824.22,163.78,135.62,113.16999999999999,1,1,1.0
13,3,779.18,155.52,180.58000000000004,118.71000000000001,1,1,1.0
14,4,0.0,180.12,15.6,42.71000000000001,1,1,1.0
14,3,734.14,147.26,225.53999999999996,124.24000000000001,1,1,1.0
15,4,0.0,163.6,35.35,73.82,1,1,1.0
15,3,689.1,139.0,270.5,121.80000000000001,1,1,1.0
16,4,0.0,166.2,55.1,85.81,1,1,1.0
16,3,653.28,132.9,271.62,117.79999999999998,1,1,1.0
17,4,0.0,166.15,74.85,100.46000000000001,1,1,1.0
17,3,617.46,126.8,264.7199999999999,113.8,1,1,1.0
18,4,0.0,166.1,94.6,115.1,1,1,1.0
18,3,581.64,120.7,257.81000000000006,109.8,1,1,1.0
19,4,0.0,172.66,119.8,121.79999999999998,1,1,1.0
19,3,545.82,114.6,250.90999999999997,105.80000000000001,1,1,1.0
20,4,0.0,179.22,144.99,128.50000000000003,1,1,1.0
20,3,510.0,108.5,244.0,101.80000000000001,1,1,1.0
21,4,0.0,185.78,170.19,135.20000000000002,1,1,1.0
21,3,483.18,104.14,233.21999999999997,99.23,1,1,1.0
22,4,0.0,192.34,195.38,141.89000000000001,1,1,1.0
22,3,456.35,99.79,222.44999999999993,96.64999999999999,1,1,1.0
23,4,10.28,202.91,222.82,148.59,1,1,1.0
23,3,429.53,95.43,211.67000000000007,94.07999999999998,1,1,1.0
24,4,34.46,214.6,229.23999999999998,152.4,1,1,1.0
24,3,402.7,91.07,200.90000000000003,91.52000000000001,1,1,1.0
25,4,57.73,222.38,244.94000000000003,166.74,1,1,1.0
25,3,375.95,86.71,195.64000000000004,88.95,1,1,1.0
26,4,81.0,230.15,260.64,181.08,1,1,1.0
26,3,352.22,82.36,189.38,86.36999999999999,1,1,1.0
27,4,110.4,242.89,280.13,195.43,1,1,1.0
27,3,328.5,78.0,183.10000000000002,83.80000000000001,1,1,1.0
28,4,139.8,255.63,299.63,209.76999999999998,1,1,1.0
